,titulo,artista,letras
768,Bom Aprendiz,Arlindo Cruz," Lalaiá, la laiá lalaiá, lalaiá lalaiá, laiálaiá. laiá.... Vai e diz a ela que não dá. Que à noite a saudade faz chorar. Diz que a fortaleza já desmoronou. A certeza virou incerteza. A alegria o vento levou. Diz que as horas custam a passar. Que está tudo fora de lugar. Que o desespero já me visitou. E o meu pranto de tanto chorar secou. Que o desespero já me visitou. E o meu prato e tanto chorar secou. Mas eu vou dar a volta por cima. A dor muitas vezes ensina. Vai, me samba, pra ela dizer. Que eu sou bom aprendiz. E ainda posso ser muito feliz. Mas eu vou dar a volta por cima. A dor muitas vezes ensina. Vai, meu samba, pra ela dizer. Que eu sou bom aprendiz. E ainda posso ser muito feliz. Mas vai.... Vai e diz a ela que não dá. Que à noite a saudade faz chorar. Diz que a fortaleza já desmoronou. A certeza virou incerteza. A alegria o vento levou. Diz que as horas custam a passar. Que está tudo fora do lugar. Que o desespero já me visitou. E o meu pranto de tanto chorar secou, secou. Que o desespero já me visitou. E o meu prato e tanto chorar secou. Mas eu vou dar a volta por cima. A dor muitas vezes ensina. Vai, me samba, pra ela dizer. Que eu sou bom aprendiz. E ainda posso ser muito feliz. Mas eu vou,. Mas eu vou, dar a volta por cima. A dor muitas vezes ensina. Vai. me samba, pra ela dizer. Que eu sou bom aprendiz. E ainda posso ser muito feliz. Lalaiá, la laiá lalaiá, lalaiá lalaiá, laiálaiá. laiá....  "
769,Lábios Que Eu Beijei,Orlando Silva," Lábios que beijei. Mãos que afaguei. Numa noite de luar, assim,. O mar na solidão bramia. E o vento a soluçar, pedia. Que fosses sincera para mim.. Nada tu ouviste. E logo que partiste. Para os braços de outro amor.. Eu fiquei chorando. Minha mágoa cantando. Sou estátua perenal da dor.. Passo os dias soluçando com meu pinho. Carpindo a minha dor, sozinho. Sem esperanças de vêla jamais. Deus tem compaixão deste infeliz. Porque sofrer assim. Compadeceivos dos meus ais.. Tua imagem permanece imaculada. Em minha retina cansada. De chorar por teu amor.. Lábios que beijei. Mãos que afaguei. Volta vem curar a minha dor.  "
770,"Ai, Que Saudade da Amélia",Fundo de Quintal, Nunca vi fazer tanta exigência. Nem fazer o que você me faz. Você não sabe o que é consciência. Nem vê que eu sou um pobre rapaz. . Você só pensa em luxo e riqueza. Tudo o que você vê você quer. Ai meu deus que saudade da Amélia. Aquilo sim é que era mulher. Às vezes passava fome ao meu lado. E achava bonito não ter o que comer. E quando me via contrariado. Dizia meu filho o que se há de fazer. (Refrão). Amélia não tinha a menor vaidade. Amélia é que era mulher de verdade. Amélia não tinha a menor vaidade.  
771,Cilada,Marquinhos Satã," Eh Mulher. Oh Oh. Me comovi com sua história. Após se perder na vida. Tão decidida querendo se encontrar. Sem ninguém pra acreditar. Eh Mulher. No início foi meu lado humano. Fui aos poucos me entregando. Me apaixonando. Então foi pra valer. Que eu te fiz meu bem querer. Mas de repente eu vi. Que só palavras, sentimentos. Não te faziam mais feliz. Seu sorriso se escondeu. Seu olhar entristeceu. Eu me enganei. Foi onde errei. Eis que conheceu. Alguém que teve alguma sorte. A mais na vida do que eu. Seu sorriso então voltou. Seu olhar então brilhou. Sem hesitar. Me abandonou. Quem te viu na madrugada perdida. Dando origem a uma virada em sua vida. Pra você o amor é nada. Foi tão fingida. Oportunista. Quem te viu na madrugada perdida. Dando origem a uma virada em sua vida. Pra você o amor é nada. Foi tão fingida. Oportunista. Se algum dia eu te encontrar por aí. Não sei bem se vou chorar. Se vou sorrir. Mas ao ver que se mantém. Longe dos programas. Ficarei feliz.  "
772,Amor Surreal,Alcione," Se ajoelha e me pede perdão. Você vai descobrir o que é bom. Na minha mão. Pra você tudo é tão natural. Nunca ví tanta cara de pau. É surreal. Uma vez quando alguém me falou. Eu não dei o devido valor. E olha aí. A arapuca em que eu fui me meter. Quando eu me envolvi com você. Ensandeci. Você não me merece, eu já sei. Tantos flagras que eu já te dei. E já nem me importa. Tanto faz o que você não fez. Qualquer dia eu acordo de vez. E tranco aquela porta. Mas não quero te dizer adeus. Nem usar o direito que é meu. E te dar o troco. E deixar você livre de mim. Mesmo sofrendo um pouco. E aí. Meu amor que é cego. Reclama do seu amor. E só de pensar em ficar sem você. Coração sente falta. E aí. Deixo tudo pra lá. Eu não sou de guardar rancor. Você é meu carma no bem e no mal. Não sei como posso te amar tanto assim afinal. Se você me maltrata. Eu vou te provar outra vez. Que a mulher. Que te ama sou eu. Mas é bom te lembrar. Por um triz. Você não me perdeu. Você não me merece, eu já sei. Tantos flagras que eu já te dei. E já nem me importa. Tanto faz o que você não fez. Qualquer dia eu acordo de vez. E tranco aquela porta. Mas não quero te dizer adeus. Nem usar o direito que é meu. E te dar o troco. E deixar você livre de mim. Mesmo sofrendo um pouco. E aí. Meu amor que é cego. Reclama do seu amor. E só de pensar em ficar sem você. Coração sente falta. E aí. Deixo tudo pra lá. Eu não sou de guardar rancor. Você é meu carma no bem e no mal. Não sei como posso te amar tanto assim afinal. Se você me maltrata. Eu vou te provar outra vez. Que a mulher. Que te ama sou eu. Mas é bom te lembrar. Por um triz. Você não me perdeu.  "
773,Agi Sem Pensar,Matias Damasio," Amor. Amor. Amor, eu agi sem pensar amor. Juro por Deus não tive a intenção de te magoar amor. Eu sei k errei feio, mas infelizmente só mais tarde o arrependimento veio. Amor, te causei muito sofrimento. Matei toda confiança que tinhas em mim. Amor eu sei que não posso exigir. Mas eu ordeno por favor não vai embora. Amor, se você partir. Juro com Deus não vou aguentar. Juro com Deus não vou aguentar éh éh éh. Se você partir. Juro com Deus não vou aguentar. Juro com Deus não vou aguentar éh éh éh. Amor, se você partir. Não vou aguentar, não vou aguentar, não vou aguentar mama. Então briga comigo, me dá um castigo. Faz o que você quiser mas não vai embora ha ha. Então briga comigo, me dá um castigo. Me me xinga me bate mulher mas não vai embora ha ha. Então briga comigo, me dá um castigo. Faz o que você quiser mas não vai embora. Amor, se sais por essa porta. A minha banda vai acabar vou ficar fusto no mercado oh oh oh. Se sais por essa porta. A minha banda vai acabar, vou ficar faita oh oh oh. Eu sei k errei feio mas infelizmente só mais tarde o arependimento veio. Então briga comigo, me dá um castigo. Faz o que você quiser mas não vai embora ha ha. Então briga comigo, me dá um castigo. Me xinga me bate mulher mas não vai embora ha ha, oh oh oh. O meu dinheiro sem ti não é nada mulher, oh oh oh. A minha casa sem ti não é nada, oh oh oh. Os meus carros sem ti não são nada, oh oh oh. Não são nada, não são nada mulher eh eh eh. Os meus carros sem ti não são nada, oh oh oh. Não é nada, não é nada mulher.  "
774,Envelhecer é uma Arte,Adoniran Barbosa," Velho amigo não chore. Pra que chorar. Por alguém te chamar de velho. Não decola, não esquente a cachola. Quando alguém lhe chamar de velho. Sorria cantando assim. Sou velho e sou feliz. Mas velho é quem me diz. Comigo também acontece. Gente que nem me conhece. Gente que nunca me viu. Quando passa por mim.  alô velho alô tio. Eu não perco a estribeira. Levo na brincadeira. Saber envelhecer é uma arte. Isso eu sei, modéstia à parte.  "
775,Autonomia,Cartola," É impossível nesta primavera, eu sei. Impossível, pois longe estarei. Mas pensando em nosso amor, amor       sincero. Ai se eu tivesse autonomia. Se eu pudesse gritaria. Não vou, não quero. Escravizaram assim um pobre coração. É necessário a nova abolição. Pra trazer de volta a minha liberdade. Se eu pudesse gritaria, amor. Se eu pudesse brigaria, amor. Não vou, não quero..  "
776,Senhorinha,Guinga," Senhorinha. Moça de fazenda antiga, prenda minha. Gosta de passear de chapéu, sombrinha. Como quem fugiu de uma modinha. Sinhazinha. No balanço da cadeira de palhinha. Gosta de trançar seu retrós de linha. Como quem parece que adivinha (amor). Será que ela quer casar. Será que eu vou casar com ela. Será que vai ser numa capela. De casa de andorinha. Princesinha. Moça dos contos de amor da carochinha. Gosta de brincar de fadamadrinha. Como quem quer ser minha rainha. Sinhá mocinha. Com seu brinco e seu colar de águamarinha. Gosta de me olhar da casa vizinha. Como quem me quer na camarinha (amor). Será que eu vou subir no altar. Será que irei nos braços dela. Será que vai ser essa donzela. A musa desse trovador. Ó prenda minha. Ó meu amor. Se torne a minha senhorinha.  "
777,Tímida Tentação,Mauro Diniz," Um olhar,um sorriso no ar. Uma tímida tentação. Nós brindamos a paz. Pela sedução. E brincamos de amor no bar, devagar. Sem nos tocar,. Seu nome assumindo o seu lugar.. Se você quer saber tá doendo. A saudade eu até entendo. Nada houve afinal. E nem foi tão ruim. Ligue um dia então pra mim.  "
778,Pela Hora,Fundo de Quintal," Pela hora sei que vai dar bololô. Pela hora vai ter papo de caô. Pela hora ela vai me escorraçar. Pela hora eu tenho medo de voltar. Eu sai pra comprar um jornal. E um galeto pra gente almoçar. Tava um sol de rachar. Eu parei pra tomar uma pra refrescar. Acabou meu dinheiro, mas Dona Maria deixou pendurar. Pendurei, não resisti fiquei. E pintou um cavaco. E eu que já gosto peguei pra tocar. Foi chegando gente. Ficando envolvente não deu pra parar. Eu sai oito horas dizendo benzinho não vou demorar. Demorei, a lua chegou. Pela hora sei que vai dar bololô. Pela hora vai ter papo de caô. Pela hora ela vai me escorraçar. Pela hora eu tenho medo de voltar.  "
779,Falange do erê,Arlindo Cruz," Só quem acredita vê. Que essa vida é um doce. Mesmo se não fosse. Eu seria assim. Sou menino brincalhão. Encontrei a chance. Bem ao meu alcance. E a agarrei pra mim. (Eu dou). Viva Cosme e Damião, doum (doum). Viva Cosme e Damião. Viva Cosme e Damião. O que importa é que a gente miúda. Me trouxe ajuda, quando eu precisei. E o que prego nas minhas andanças. Que só as crianças me ditam a lei. E assim me sinto protegido. Ungido com a viscosidade da fé. Sua benção é presença imensa. Que vença com a crença que tem seu axé. (Eu dou). Viva Cosme e Damião, doum (doum).... Da vida tão amargurada. Essa gurizada me fez renascer. Hoje sou cobra criada. Salve a ibejada falange do erê. Vinte e sete de setembro. Eu sempre me lembro, não esqueço de dar. Cocada, pacóca, suspiro, pipoca. Bola, bala, bola, cuscuz e manjar. (Eu dou). Viva Cosme e Damião, doum (doum)....  "
780,João Valentão,Dorival Caymmi, João Valentão é brigão. Pra dar bofetão. Não presta atenção e nem pensa na vida. A todos João intimida. Faz coisas que até Deus duvida. Mas tem seu momento na vida. É quando o sol vai quebrando. Lá pro fim do mundo pra noite chegar. É quando se ouve mais forte. O ronco das ondas na beira do mar. É quando o cansaço da lida da vida. Obriga João se sentar. É quando a morena se encolhe. Se chega pro lado querendo agradar. Se a noite é de lua. A vontade é contar mentira. É se espreguiçar. Deitar na areia da praia. Que acaba onde a vista não pode alcançar. E assim adormece esse homem. Que nunca precisa dormir pra sonhar. Porque não há sonho mais lindo do que sua terra..  
781,"Sunday, Bloody Sunday",Sambô," I can't believe the news today. I can't close my eyes and make it go away. How long. How long must we sing this song. How long, how long. Tonight we can be as one. Tonight. Broken bottles under children's feet. And bodies strewn across a dead end street. But I won't heed the battle call. It puts my back up, puts my back up against the wall. Sunday, bloody sunday. Sunday, bloody sunday. Sunday, bloody sunday. Sunday, bloody sunday. And the battle's just begun. There's many lost but tell me who has won. The trenches dug within our hearts. And mothers, children, brothers, sisters torn apart. Sunday, bloody sunday. Sunday, bloody sunday. How long. How long must we sing this song. How long, how long. Tonight we can be as one. Tonight. I wipe your tears away. I wipe your tears away. I wipe your tears away. (Sunday, bloody sunday). I wipe your tears away. (Sunday, bloody sunday).  "
782,Cajueiro Velho,Alcione," Cajueiro velho. Vergado e sem folhas. Sem frutos, sem flores. Sem vida, afinal. Eu que te vi. Florido e viçoso. Com frutos tão doces. Que não tinha igual. Não posso deixar. De sentir uma tristeza. Pois vejo que o tempo. Tornoute assim. Infelizmente também é certeza. Que ele fará o mesmo de mim. Já trago no rosto. Sinais de velhice. Pois da meninice. Não tenho mais traços. Começo a vergar como tu, cajueiro. Que foi meu companheiro. Dos primeiros passos. Portanto. Não tens diferença de mim. Seguimos marchando. Em uma só direção. Agora me resta da vida o fim. E da mocidade a recordação.  "
783,Refém da Solidão,Paulo César Pinheiro, Quem da solidão fez seu bem. Vai terminar seu refém. E a vida pára também. Não vai nem vem. Vira uma certa paz. Que não faz nem desfaz. Tornando as coisas banais. E o ser humano incapaz de prosseguir. Sem ter pra onde ir. Infelizmente eu nada fiz. Não fui feliz nem infeliz. Eu fui somente um aprendiz. Daquilo que eu não quis. Aprendiz de morrer. Mas pra aprender a morrer. Foi necessário viver. E eu vivi. Mas nunca descobri. Se essa vida existe. Ou essa gente é que insiste. Em dizer que é triste ou que é feliz. Vendo a vida passar. E essa vida é uma atriz. Que corta o bem na raiz. E faz do mal cicatriz. Vai ver até que essa vida é morte. E a morte é. A vida que se quer.  
784,Clareza,Elza Soares," Clareza, o vento passando. Clareza, um sopro de dúvida. Clareza, a luz na janela. Clareza, um pouco de música. Clareza, a sombra da morte. Clareza, dia tão lúcido. Clareza, um resto de sorte. Clareza, incômoda. Vem na tardinha se mostrar. De repente anunciar. A ilusão que se perdeu. Samba que volta é solidão. É notícia que a canção morreu. Clareza, o vento passando. Clareza, um sopro de dúvida. Clareza, a luz na janela. Clareza, um pouco de música. Clareza, a sombra da morte. Clareza, dia tão lúcido. Clareza, um resto de sorte. Clareza, incômoda. Vem na tardinha se mostrar. De repente anunciar. A ilusão que se perdeu. Samba que volta é solidão. É notícia que a canção morreu. Clareza. Clareza. Clareza. Clareza. Clareza, clareza. Clareza, clareza.  "
785,Do Fundo do Nosso Quintal,Fundo de Quintal," Mais um pouco e vai clarear. Nos encontraremos outra vez. Com certeza nada apagará. Esse brilho de vocês, vocês, vocês } bis. O carinho dedicado a nós. Derramamos pela nossa voz. Cantando a alegria de não estarmos sós. **Boa noite, boa noite. Pra quem se encontrou no amor. Boa noite, boa noite. Pra quem não desencantou. Boa noite, boa noite. Pra quem veio só sambar. Boa noite, boa noite. Pra quem diz no pé e na palma da mão. Boa noite, boa noite. Pra quem só sentiu saudade afinal. ...Obrigado do fundo do nosso quintal. ...Obrigado do fundo do nosso quintal. ...Obrigado do fundo do nosso quintal. Mais um pouco e vai clarear....  "
786,Luz Neon, Samba Livre," De novo foi tão bom. Beijar tua boca. Espalhando seu batom. Me dá vontade de fazer mais uma vez. E me entregar sem medo. Brilhando a luz neon. E o teu reflexo no espelho ai como é bom. Só não esquece a promessa que a gente fez. Esse é o nosso segredo. Você me faz tão bem. E quando a gente ama. Eu não penso em mais ninguém. Tão forte é o desejo que me faz o teu refém. Assim eu vou até de madrugada amor. Mas não dá, não dá, não dá. Não dá pra ficar. Se for desse jeito vai me complicar, vai me complicar. Ela vai ligar, e mais uma vez a gente vai brigar.  "
787,Hienas Na TV,Elza Soares," Sim, digo sim pra quem diz não. E pra quem quiser ouvir, eu digo não. Não, digo não porque eles vêm. Eles vêm pra devorar meu coração. Vem, onde quando você vê. As hienas na TV. Essa visão. Vem, se arrastando pelo chão. Gargalhando sobre nós. Eu digo não. Sim, já faz tempo que eu pedi. Já faz tempo que eu perdi a direção. Sim, encontraram meu lugar. Pra encontrar esse lugar. Concreto ou não. Sim, mas é certo que eles vêm. E por isso eu digo não, mais uma vez. Sim, sei que podem devorar. Podem se matar de rir. Mas rir no fim, jamais. Sim, digo sim pra quem diz não. E pra quem quiser ouvir, eu digo não. Não, digo não porque eles vêm. Eles vêm pra devorar meu coração. Vem, onde quando você vê. As hienas na TV. Essa visão. Sim, sei que podem devorar. Podem se matar de rir. Mas rir no fim, jamais.  "
788,Porque,Matias Damasio, É o fim. parece mentira mas e verdade. pois para mim. era bom que não fosse realidade 2X. Terminar e tão ruim. porque que tem que ser assim. acabar para amanha chorar. e não quero mas voltar a amar. 2X. Porque que tudo. tem que ter um fim. queria ser surdo. para não te ouvir. dizer adeus. dizer adeus. adeus adeus adeus (volta ao inicio. na segunda vez continua). E as promessas q fizemos. os filhos q não tivemos. a casa que não construímos. como eu vou fazer. eu quero saber. para onde vão os sonhos. para onde vão os sonhos (volta a segunda estrofe).  
789,Pra Conquistar Teu Coração,Luiz Carlos da Vila," Se o limite for o infinito . Vou subir até o pico do Everest . Nadar o oceano sem um grito . E de joelho atravessar o agreste . Faço isso tudo e muito mais . Pra te encontrar, te conquistar . E até provar que é minha paz . O inverso dos meus ais . Preto no branco num poema, vou por sim . E onde houver um mal começo por fim . Fazer de tudo pra mudar . Um novo mundo instalar . E com o mundo em minhas mãos . Onde houver talvez ou não eu vou sim . Com as próprias mãos andar a pé ao Bonfim . E num xaxim eu vou plantar . Um baita de um jequitibá . Enraizar mesmo sem chão . São Tomé vai crer sem olhar . E todo mundo vai cantar . Que eu conquistei teu coração.  "
790,Entidade,Alcione," Eu tentei evitar. Que o pior pudesse acontecer. Mas você me encostou na parede. Pois bem vou lhe dizer. Eu me vi de repente num beco sem saída. Do teu coração banida. Resolvi não mais sofrer. Quantas vezes senti no teu corpo outro perfume. Mesmo ardendo de ciúme. Ainda assim me entreguei à você. E mulher como eu não se deve desencantar assim. Ela roda a baiana, incorpora. E depois não quer mais subir. Quem vive na corda bamba. Aprende a se equilibrar. E faz qualquer malandro na roda de samba sambar. Parece mentira parece bobagem. Depois disso tudo quem sofre sou eu. Tô vendo a baiana render homenagem. Fazendo feitiço pro homem que é meu. Será que a baiana é alguma entidade. Mulher da entidade do homem que é meu. Será que eu perdi minha identidade. Será que é ela será que sou eu.  "
791,Mulher na roda,Carolina Soares," Mulher na roda. Não é pra enfeitar. Mulher na roda. É pra ensinar. Ê, ela treina com destreza. E respeita o educador. Mostrando delicadeza. E também o seu valor. Mulher na roda. Não é pra enfeitar. Mulher na roda. É pra ensinar. Já passou aquele tempo. Que era só bater pandeiro. Bater palma e cantar coro. Pra poder ganhar terreno. Mulher na roda. Não é pra enfeitar. Mulher na roda. É pra ensinar. Não precisa da espaço. Pois ela já conquistou. Hoje cantar bem na roda. Não é só pra cantador. Mulher na roda. Não é pra enfeitar. Mulher na roda. É pra ensinar..  "
792,O Mundo É de Nós Dois,Alcione," Esse nosso amor. É a perfeição é a união. Do lado erótico sentimental. O nosso amor. Nasce cada dia melhor. Quando eu entreguei. O meu coração não imaginei. Nem 10% da emoção. Que eu ia encontrar. Eu enlouqueci de paixão. E foi assim. Que achei o meu caminho junto de você. E mergulhei sem medo de me arrepender. Amei primeiro e fui pensar depois. Ah e foi assim. Que toda minha vida se modificou. Jamais fui tão feliz do jeito que eu estou. O mundo é de nós dois. Você e eu qualquer lugar é lindo. Eu só me lembro de você sorrindo. Eu não me canso de dizer. Bemvindo o nosso amor. Mas sem você qualquer lugar é triste. Minha alegria diz que só existe. Pra você, em você, com você, só você é meu amor.  "
793,Casca de Côco,Os Originais do Samba," Vovó não quer casca de côco no terreiro,. Vovó não quer casca de côco no terreiro,. Pra não lembrar do tempo do cativeiro,. Pra não lembrar do tempo do cativeiro.. Vovó é filha de um Ventre Livre,. Nasceu feliz, depois da abolição.. Casca de côco lhe traz na lembrança,. O amor escravo, de se Pai João.. Vovó não quer casca de côco no terreiro,. Vovó não quer casca de côco no terreiro,. Pra não lembrar do tempo do cativeiro,. Pra não lembrar do tempo do cativeiro.. Vovó se lembra da velha senzala,. Da Casa Grande e do terreirão,. Da machadada que cortava o côco,. Do Nêgo Velho do seu coração,. Da Sinhazinha, moça muito bela,. Da saia de renda e do Pai João,. Broa de milho em panela de ferro,. De café socado a base de pilão,. Vovó não quer casca de côco no terreiro,. Vovó não quer casca de côco no terreiro,. Pra não lembrar do tempo do cativeiro,. Pra não lembrar do tempo do cativeiro..  "
794,Eu Não Quero Mais,Fundo de Quintal," Eu não quero mais amar essa mulher. Ela magoou meu coração. Desconsiderou o lar que é o meu barracão. Por isso eu não quero não. Minha nega é maneta. E além de maneta é cega de um olho. É cega de um olho, tem pouco cabelo. E no pouco cabelo carrega piolho. Eu já falei pra você, ô Sombrinha. Joga essa mulher no lixo. Além de caolha e ter pouco cabelo. Ela toma cachaça e joga no bicho. Eu não quero mais amar essa mulher. Ela magoou meu coração. Desconsiderou o lar que é o meu barracão. Por isso eu não quero não. Se lembra daquela arapuca. Que a nega maluca um dia armou. Fez macumba, jogou pururuca. Deixou tua cuca na tela de horror. Nega eu juro. Juro que verei seu fim. Usaste de leviandade. Na sua esperteza pra cima de mim. Eu não quero mais amar essa mulher. Ela magoou meu coração. Desconsiderou o lar que é o meu barracão. Por isso eu não quero não. É mentira, é conversa fiada. Essa nega é danada, essa nega é vadia. Levanta dez horas, levanta meio dia. Procura pão quente não tem padaria. Me tratando com muita meiguice. Maria Clarice me traiu assim. Se eu não fosse lá da Piedade. Te juro a verdade seria o meu fim. Eu não quero mais amar essa mulher. Ela magoou meu coração. Desconsiderou o lar que é o meu barracão. Por isso eu não quero não. Me responda com sinceridade, Arlindo. Onde mora uma paixão, por isso. Por isso eu não quero não. Sombrinha não sei o endereço. Mas sei bem o preço da ingratidão e é por isso. Por isso eu não quero não. Nesse endereço eu fiquei mais perdido. Que cego numa confusão, mas é por isso. Por isso eu não quero não. De tanto andar por aí, Ubirany. Conheci a ilusão, é por isso. Por isso eu não quero não. Malandro que é bom não se ilude. Eu fiz o que pude porém foi em vão, mas é por isso. Por isso eu não quero não. Por isso que eu vou corrigir. A pirâmide brilha eu não vou nessa não, mas é por isso. Por isso eu não quero não.  "
795,Batuque Na Cozinha,João da Baiana," Não moro em casa de cômodo. Não é por ter medo não. Na cozinha muita gente. Sempre tem alteração. Batuque na cozinha sinhá não quer. Por causa do batuque eu queimei meu pé. Batuque na cozinha sinhá não quer. Por causa do batuque queimei meu pé. Então não bula na cumbuca. Não me espante o rato. Se o branco tem ciúme que dirá o mulato. Eu fui na cozinha pra vê uma cebola. E o branco com ciúme de uma tal crioula. Deixei a cebola, peguei na batata. E o branco com ciúme de uma tal mulata. Peguei no balaio pra medir a farinha. E o branco com ciúme de uma tal branquinha. Então não bula na cumbuca. Não me espante o rato. Se o branco tem ciúme que dirá o mulato. E o batuque na cozinha sinhá não quer. Por causa do batuque eu queimei meu pé. Batuque na cozinha sinhá não quer. Por causa do batuque queimei meu pé. Voltei na cozinha pra tomar um café. Malandro tá com o olho na minha mulher. Mas comigo eu apelei para a desarmonia. E fomos direto para a delegacia. Seu comissário foi dizendo com altivez. É da casa de cômodo da tal Inês. Revista os dois bota no xadrez. Malandro comigo não tem vez. Mas o batuque na cozinha sinhá não quer. Por causa do batuque eu queimei meu pé. Batuque na cozinha sinhá não quer. Por causa do batuque queimei meu pé. Mas seu comissário eu estou com a razão. Eu não moro na casa de arrumação. Eu fui apanhar meu violão. Que estava empenhado com Salomão. Eu pago a fiança com satisfação. Mas não me bota no xadrez com esse malandrão. Que faltou com respeito a um cidadão. Que é Paraíba do Norte Maranhão.  "
796,São Coisas Nossas,Noel Rosa," Queria ser pandeiro. Pra sentir o dia inteiro. A tua mão na minha pele a batucar. Saudade do violão e da palhoça. Coisa nossa, coisa nossa. O samba, a prontidão. E outras bossas,. São nossas coisas,. São coisas nossas. Malandro que não bebe,. Que não come,. Que não abandona o samba. Pois o samba mata a fome,. Morena bem bonita lá da roça,. Coisa nossa, coisa nossa. O samba, a prontidão. E outras bossas,. São nossas coisas,. São coisas nossas. Baleiro, jornaleiro. Motorneiro, condutor e passageiro,. Prestamista e o vigarista. E o bonde que parece uma carroça,. Coisa nossa, muito nossa. O samba, a prontidão. E outras bossas,. São nossas coisas,. São coisas nossas. Menina que namora. Na esquina e no portão. Rapaz casado com dez filhos, sem tostão,. Se o pai descobre o truque dá uma coça. Coisa nossa, muito nossa. O samba, a prontidão. E outras bossas,. São nossas coisas,. São coisas nossas.  "
797,Palhaçada,Miltinho," Cara de palhaço. Pinta de palhaço. Roupa de palhaço. Foi este o meu amargo fim. Cara de gaiato,. Pinta de gaiato,. Roupa de gaiato,. Foi o que eu arranjei pra mim.. Estavas roxa por um trouxa. Pra fazer cartaz,. Na tua lista de golpista. Tem um bobo a mais. Quando a chanchada deu em nada . Eu até gostei. E a fantasia foi aquela que esperei.. Cara de palhaço. Pinta de palhaço. Roupa de palhaço. Pela mulher que não me quer,. Mas se ela quiser voltar pra mim. Vai ser assim,. Cara de palhaço,. Pinta de palhaço. Roupa de palhaço. Até o fim.  "
798,Nega no Morro,Arlindo Cruz, Olha o seu Pedro no morro. O que é que ele está procurando. A nega pescoço de ganso. Com a cara de cachorro. Quem souber por aqui. Aonde mora o paulo brasão. Ele vendeu a minha nega. Por cinco mil réis em um leilão. Quem quer comprar. Quem quer comprar. Uma nega lá no morro. Ela tem um pescoço de ganso. E uma cara de cachorro. Quanto é que você paga. Eu te do cinco mil réis. Mas cinco mil réis é pouco. Tenho outro que dá dez. Dez mil réis também não chega. Me da vinte mangos. Leva a nega.  
799,Batendo a Porta,João Nogueira," Como é que vai. Saúde boa. Não foi à toa que você mudou daqui. Pra melhorar. Mas pode entrar. A casa é sua. E não repare a casa humilde. Que você trocou por um solar. Pode sentar. Fique à vontade. Te deu saudade de um amor. Que infelizmente já não há. Pode falar. Pode sofrer. Pode chorar. Porque agora você não me ganha. Eu conheço essa manha. E não vou me curvar, mas. Pode tentar. Pode me olhar. Pode odiar. Pode até sair batendo a porta. Que a Inês já é morta do lado de cá..  "
800,Moro Na Roça,Clementina de Jesus," Eu moro na roça iaiá. Eu nunca morei na cidade. Eu compro o jornal da manhã. É pra saber das novidades. Moro na roça iaiá. Nunca morei na cidade. Compro o jornal da manhã. Pra saber das novidades. Moro na roça iaiá. Nunca morei na cidade. Compro o jornal da manhã. Pra saber das novidades. Minha gente, cheguei agora. Minha gente, cheguei agora. Minha gente, cheguei com Deus. E com nossa senhora. Eu moro na roça. Moro na roça iaiá. Nunca morei na cidade. Compro o jornal da manhã. Pra saber das novidades. Moro na roça iaiá. Nunca morei na cidade. Compro o jornal da manhã. Pra saber das novidades. Xiquexique, macambira. Filho de preto da angola. Inda bem não sabe ler. Já quer ser mestre de escola. Eu moro na roça. Moro na roça iaiá. Nunca morei na cidade. Compro o jornal da manhã. Pra saber das novidades. Moro na roça iaiá. Nunca morei na cidade. Compro o jornal da manhã. Pra saber das novidades. Era tu e era ela. Era ela, era tu e eu. Hoje nem tu nem ela. Nem ela, nem tu, nem eu. Eu moro na roça. Moro na roça iaiá. Nunca morei na cidade. Compro o jornal da manhã. Pra saber das novidades. Moro na roça iaiá. Nunca morei na cidade. Compro o jornal da manhã. Pra saber das novidades. Menino quem foi teu mestre. Meu mestre foi ceará. Me ensino a cantar samba. Não me ensino a trabalhar. Eu moro na roça. Moro na roça iaiá. Nunca morei na cidade. Compro o jornal da manhã. Pra saber das novidades. Eu moro na roça. Moro na roça iaiá. Nunca morei na cidade. Compro o jornal da manhã. Pra saber das novidades. Todo dia passa lá em casa. É a minha comadre letícia. Ela me leva o globo, última hora, o dia e a notícia. Eu moro na roça. Moro na roça iaiá. Nunca morei na cidade. Compro o jornal da manhã. Pra saber das novidades. Moro na roça iaiá. Nunca morei na cidade. Compro o jornal da manhã. Pra saber das novidades.  "
